,Coin,symbol,Price,Change_1hr,Change_24hr,Change_7d,Volume_24hr,Market_Cap
0,Bitcoin,BTC,28345.76,-0.006,0.051,0.003,21587966532.0,548268213458.0
1,Ethereum,ETH,1800.3,-0.009000000000000001,0.034,-0.006,11418634047.0,216937562580.0
2,Tether,USDT,1.0,0.0,0.002,-0.005,33872651400.0,79618170084.0
3,BNB,BNB,315.1,-0.008,0.01,-0.065,718033032.0,49735295066.0
4,USD Coin,USDC,1.0,-0.002,-0.001,-0.004,4524546441.0,33320513806.0
5,XRP,XRP,0.541054,-0.026000000000000002,0.08,0.149,5397116794.0,27995968996.0
6,Cardano,ADA,0.380836,-0.016,0.057,0.021,571016606.0,13354637328.0
7,Lido Staked Ether,STETH,1795.71,-0.009000000000000001,0.034,-0.006999999999999999,20152802.0,10565461987.0
8,Dogecoin,DOGE,0.075582664951,-0.011000000000000001,0.038,-0.023,525308455.0,10482533686.0
9,Polygon,MATIC,1.12,-0.018000000000000002,0.05,-0.039,499679296.0,10139433110.0
10,Solana,SOL,21.09,-0.012,0.04,-0.07200000000000001,472968907.0,8120549575.0
11,Binance USD,BUSD,1.0,-0.002,-0.001,-0.004,4163132932.0,7673082297.0
12,Polkadot,DOT,6.17,-0.011000000000000001,0.033,-0.037000000000000005,193946432.0,7513668698.0
13,Litecoin,LTC,90.82,-0.006,0.046,0.095,620258451.0,6600517602.0
14,Shiba Inu,SHIB,1.0659566e-05,-0.01,0.027999999999999997,-0.032,249912281.0,6285802518.0
15,TRON,TRX,0.064475516535,-0.006,0.012,-0.045,379126742.0,5872165316.0
16,Avalanche,AVAX,17.2,-0.009000000000000001,0.039,-0.02,212413905.0,5607757971.0
17,Dai,DAI,1.0,-0.0,0.001,-0.001,157459187.0,5108872974.0
18,Uniswap,UNI,5.96,-0.009000000000000001,0.040999999999999995,-0.078,70438289.0,4492873119.0
19,Wrapped Bitcoin,WBTC,28380.69,-0.006,0.049,0.004,187343442.0,4270337585.0
20,Chainlink,LINK,7.3,-0.008,0.064,-0.018000000000000002,322610669.0,3580410095.0
21,Cosmos Hub,ATOM,11.19,-0.012,-0.009000000000000001,-0.065,247099968.0,3276815488.0
22,LEO Token,LEO,3.41,-0.001,0.01,-0.021,581214.0,3171972021.0
23,Toncoin,TON,2.12,0.0,0.035,-0.124,28102327.0,3117721413.0
24,Ethereum Classic,ETC,20.58,-0.008,0.031,-0.023,137016586.0,2884955699.0
25,Monero,XMR,157.74,0.006999999999999999,0.021,0.027000000000000003,116222720.0,2860193403.0
26,Stellar,XLM,0.101793,-0.019,0.067,0.054000000000000006,244861340.0,2713155827.0
27,OKB,OKB,43.06,0.001,0.01,-0.053,39246314.0,2582771358.0
28,Bitcoin Cash,BCH,123.41,-0.006999999999999999,0.02,-0.083,142057884.0,2388118519.0
29,Filecoin,FIL,5.7,-0.016,0.055999999999999994,-0.045,232288891.0,2338539675.0
30,Lido DAO,LDO,2.41,-0.011000000000000001,0.127,-0.002,157262264.0,2076262087.0
31,Aptos,APT,11.51,-0.013000000000000001,0.037000000000000005,-0.067,120283346.0,2066609259.0
32,TrueUSD,TUSD,1.0,-0.002,-0.0,-0.005,664525705.0,2043410965.0
33,Hedera,HBAR,0.062442121743,-0.009000000000000001,0.059000000000000004,-0.032,45276812.0,1888835783.0
34,Quant,QNT,123.3,-0.011000000000000001,0.026000000000000002,-0.055999999999999994,29458519.0,1794032780.0
35,Cronos,CRO,0.06902424211,-0.008,0.031,-0.039,14342449.0,1746430316.0
36,NEAR Protocol,NEAR,1.95,-0.013999999999999999,0.047,-0.063,91646840.0,1692442920.0
37,VeChain,VET,0.023173844798,-0.01,0.05,-0.031,65507694.0,1680616076.0
38,Algorand,ALGO,0.226715,-0.015,0.131,0.005,233194499.0,1612665223.0
39,Arbitrum,ARB,1.21,-0.028999999999999998,0.036000000000000004,0.005,744121904.0,1538235978.0
40,ApeCoin,APE,4.1,-0.01,0.006999999999999999,-0.015,120993818.0,1513445291.0
41,Internet Computer,ICP,5.0,-0.013000000000000001,0.049,-0.055,35850833.0,1490953954.0
42,Stacks,STX,1.0,-0.017,0.145,-0.12,300858255.0,1365522527.0
43,The Graph,GRT,0.145495,-0.009000000000000001,0.096,-0.051,104248702.0,1291683324.0
44,Fantom,FTM,0.452894,-0.017,0.10400000000000001,-0.071,440084827.0,1261328964.0
45,EOS,EOS,1.14,-0.008,0.034,-0.044000000000000004,136724327.0,1258371224.0
46,The Sandbox,SAND,0.636112,-0.011000000000000001,0.05,-0.063,156987600.0,1158053306.0
47,MultiversX,EGLD,43.67,-0.002,0.055999999999999994,-0.018000000000000002,25957349.0,1091704017.0
48,Decentraland,MANA,0.594057,-0.015,0.048,-0.046,100849990.0,1084160580.0
49,ImmutableX,IMX,1.15,-0.026000000000000002,0.096,-0.1,53009292.0,1052469630.0
50,Frax,FRAX,1.0,-0.001,-0.0,-0.003,13795207.0,1045208064.0
51,Tezos,XTZ,1.13,-0.009000000000000001,0.046,-0.055999999999999994,32200203.0,1044789002.0
52,Aave,AAVE,72.53,-0.009000000000000001,0.035,-0.086,60230465.0,1039778929.0
53,Theta Network,THETA,1.04,-0.012,0.062,-0.015,28642857.0,1038510418.0
54,Flow,FLOW,0.984679,-0.015,0.068,-0.087,37760314.0,1016177705.0
55,Axie Infinity,AXS,8.4,-0.018000000000000002,0.034,-0.059000000000000004,47339625.0,972483033.0
56,NEO,NEO,12.75,-0.015,0.037000000000000005,0.013999999999999999,58931889.0,899938790.0
57,Rocket Pool,RPL,45.46,-0.011000000000000001,0.027999999999999997,0.10800000000000001,17374455.0,876824139.0
58,KuCoin,KCS,8.47,-0.006999999999999999,0.025,-0.094,1673001.0,823140113.0
59,Conflux,CFX,0.381687,-0.004,0.153,-0.07400000000000001,479067332.0,800801023.0
60,Synthetix Network,SNX,2.46,-0.017,0.055,-0.14300000000000002,71218896.0,774695139.0
61,BitDAO,BIT,0.532368,-0.008,0.028999999999999998,-0.047,5294361.0,763821639.0
62,WhiteBIT Token,WBT,5.29,-0.003,0.055999999999999994,0.10300000000000001,10431505.0,763738470.0
63,Pax Dollar,USDP,0.999873,-0.002,-0.0,-0.005,2824287.0,757812716.0
64,Curve DAO,CRV,0.945406,-0.013000000000000001,0.051,-0.057,51129146.0,730846308.0
65,Terra Luna Classic,LUNC,0.000123675503,-0.006,0.023,-0.049,43299823.0,729107538.0
66,Gate,GT,5.13,-0.002,0.052000000000000005,-0.055,582756.0,723970468.0
67,Klaytn,KLAY,0.234218,-0.006,0.051,-0.011000000000000001,42302807.0,721232644.0
68,USDD,USDD,0.988847,-0.0,0.001,-0.015,26352389.0,718064752.0
69,Optimism,OP,2.22,-0.02,0.033,-0.163,196327512.0,698927717.0
70,Bitcoin SV,BSV,35.95,-0.006,0.015,-0.040999999999999995,18262715.0,692301581.0
71,Mina Protocol,MINA,0.768526,-0.013000000000000001,0.051,-0.092,42668318.0,671682340.0
72,PancakeSwap,CAKE,3.66,-0.01,0.017,-0.052000000000000005,37093318.0,667441951.0
73,GMX,GMX,76.91,0.0,0.031,-0.062,57126238.0,658720436.0
74,Dash,DASH,57.55,-0.008,0.038,-0.023,59685858.0,644483491.0
75,Chiliz,CHZ,0.118334,-0.013999999999999999,0.022000000000000002,-0.040999999999999995,75425843.0,632243608.0
76,Frax Share,FXS,8.82,-0.013000000000000001,0.171,0.079,49115658.0,627690212.0
77,Maker,MKR,686.67,-0.011000000000000001,0.019,-0.013000000000000001,41141688.0,618569549.0
78,eCash,XEC,3.0919183e-05,-0.006999999999999999,0.044000000000000004,-0.034,5128969.0,597540950.0
79,Huobi,HT,3.67,0.001,0.026000000000000002,-0.096,6616454.0,595747696.0
80,BitTorrent,BTT,6.27119e-07,-0.006999999999999999,0.031,-0.006999999999999999,15245958.0,595403102.0
81,IOTA,MIOTA,0.212204,-0.009000000000000001,0.044000000000000004,-0.040999999999999995,13516754.0,589496560.0
82,XDC Network,XDC,0.041962452364,-0.004,0.051,0.053,5590522.0,578798486.0
83,Bitget Token,BGB,0.40435,-0.006,0.048,0.071,11284681.0,566874729.0
84,Kaspa,KAS,0.033411378404,0.051,0.523,1.1,13534835.0,560436475.0
85,SingularityNET,AGIX,0.437724,-0.002,0.08900000000000001,-0.084,142480370.0,527100602.0
86,Edgecoin,EDGT,1.0,-0.002,0.0,-0.006999999999999999,21739218.0,526417630.0
87,Mask Network,MASK,6.86,-0.0,0.185,0.272,409071314.0,526241706.0
88,cUSDC,CUSDC,0.022817852672,-0.006999999999999999,-0.002,-0.003,0.02180525665,523487560.0
89,cETH,CETH,36.08,-0.006999999999999999,0.032,-0.004,4324.42,512273215.0
90,PAX Gold,PAXG,1985.42,-0.002,0.001,0.015,12953177.0,509012834.0
91,Tokenize Xchange,TKX,6.31,-0.002,0.031,-0.008,6635412.0,505464181.0
92,Flare,FLR,0.039922407988,-0.018000000000000002,-0.057999999999999996,0.308,45412791.0,489021046.0
93,Tether Gold,XAUT,1981.11,0.001,0.003,0.021,6630106.0,487340478.0
94,Trust Wallet,TWT,1.15,-0.02,0.038,-0.071,25361857.0,480363735.0
95,Loopring,LRC,0.365437,-0.024,0.076,0.018000000000000002,83683504.0,456046012.0
96,Zilliqa,ZIL,0.027932561784,-0.01,0.057999999999999996,-0.035,36785532.0,455150713.0
97,Osmosis,OSMO,0.808055,-0.011000000000000001,0.013000000000000001,-0.039,10060009.0,448322584.0
98,Render,RNDR,1.21,-0.024,0.073,-0.111,40610043.0,436166880.0
99,1inch,1INCH,0.513213,-0.011000000000000001,0.033,-0.049,33401279.0,427685354.0
100,THORChain,RUNE,1.4,-0.01,0.064,-0.04,61801659.0,420738947.0
101,Arweave,AR,8.39,-0.012,0.069,-0.055,15541560.0,420282676.0
102,Rocket Pool ETH,RETH,1924.37,-0.006,0.034,-0.008,937883.0,416539919.0
103,NEXO,NEXO,0.739227,-0.006999999999999999,0.021,0.067,10276165.0,414241971.0
104,Radix,XRD,0.040508969128,-0.0,-0.003,-0.037000000000000005,2480549.0,410377918.0
105,Convex Finance,CVX,5.38,0.01,0.081,-0.042,6175481.0,407914122.0
106,Kava,KAVA,0.883172,-0.011000000000000001,0.022000000000000002,-0.096,26489599.0,405809781.0
107,Fetch.ai,FET,0.389344,0.049,0.14400000000000002,-0.026000000000000002,92219518.0,404372050.0
108,cDAI,CDAI,0.022212521424,0.001,-0.001,0.0,88.62,402033402.0
109,Casper Network,CSPR,0.036838934449,-0.006999999999999999,0.083,-0.023,11146876.0,400168884.0
110,Enjin Coin,ENJ,0.393587,-0.013000000000000001,0.068,-0.046,28028188.0,393375611.0
111,Zcash,ZEC,37.43,-0.004,0.047,0.022000000000000002,37958824.0,393002163.0
112,Gemini Dollar,GUSD,1.0,-0.0,-0.0,-0.004,398532.0,392138007.0
113,dYdX,DYDX,2.53,-0.009000000000000001,0.055,-0.035,209166743.0,391637827.0
114,OKT Chain,OKT,21.82,-0.008,0.02,-0.062,3429810.0,389488265.0
115,BTSE Token,BTSE,2.36,-0.013000000000000001,0.0,-0.011000000000000001,667238.0,383110256.0
116,Basic Attention,BAT,0.253742,-0.008,0.057,-0.004,44740685.0,376961846.0
117,DeFiChain,DFI,0.552631,-0.006,0.040999999999999995,-0.052000000000000005,4496341.0,376542518.0
118,EthereumPoW,ETHW,3.37,-0.013000000000000001,0.013999999999999999,-0.043,8094909.0,362310080.0
119,NEM,XEM,0.039553887877,-0.006,0.057,-0.015,8991423.0,355750900.0
120,Aleph Zero,AZERO,1.62,-0.008,0.132,0.13,4085515.0,355623830.0
121,Ethereum Name Service,ENS,13.39,-0.01,0.045,-0.057999999999999996,30856755.0,345044231.0
122,Injective,INJ,4.31,0.0,0.136,0.012,65331050.0,344827035.0
123,WEMIX,WEMIX,1.38,-0.005,-0.037000000000000005,-0.098,3959113.0,338921458.0
124,Celo,CELO,0.691436,-0.02,0.156,0.076,66732181.0,338908775.0
125,FLOKI,FLOKI,3.4631768e-05,-0.002,0.066,-0.125,20317706.0,338489741.0
126,Nexus Mutual,NXM,49.82,-0.006999999999999999,0.027999999999999997,-0.037000000000000005,13520.53,336790289.0
127,Baby Doge Coin,BABYDOGE,2.162e-09,0.006999999999999999,0.018000000000000002,-0.08,4028342.0,336699989.0
128,WOO Network,WOO,0.199917,-0.011000000000000001,0.062,-0.052000000000000005,19313623.0,335080060.0
129,Theta Fuel,TFUEL,0.053900551217,-0.004,0.052000000000000005,-0.019,10052920.0,327796344.0
130,Qtum,QTUM,3.12,-0.01,0.038,-0.042,24081480.0,326716503.0
131,Holo,HOT,0.001821188464,-0.008,0.049,-0.028999999999999998,22311016.0,323347111.0
132,Beldex,BDX,0.061077737575,-0.003,0.01,0.114,1762140.0,317393576.0
133,Decred,DCR,21.27,-0.01,0.07,0.049,950153.0,315579862.0
134,Terra,LUNA,1.29,-0.009000000000000001,0.026000000000000002,-0.107,37396080.0,313378618.0
135,Kusama,KSM,34.53,-0.009000000000000001,0.064,-0.032,15753280.0,310067313.0
136,GALA,GALA,0.040424656061,-0.022000000000000002,0.048,-0.076,193063090.0,304999246.0
137,Ravencoin,RVN,0.025426102925,-0.008,0.051,-0.084,14165419.0,302592235.0
138,Magic,MAGIC,1.4,-0.017,0.065,-0.273,79349685.0,297844099.0
139,Compound,COMP,43.27,-0.013999999999999999,0.051,-0.055,19133428.0,296437346.0
140,yearn.finance,YFI,8879.4,-0.01,0.07200000000000001,-0.003,50830421.0,291202135.0
141,Gnosis,GNO,111.95,-0.006999999999999999,0.044000000000000004,-0.013999999999999999,2668592.0,289730203.0
142,Oasis Network,ROSE,0.057487786888,-0.015,0.054000000000000006,-0.062,35520540.0,289083074.0
143,Audius,AUDIO,0.289857,-0.016,0.016,0.003,28335819.0,287178878.0
144,Olympus,OHM,10.32,-0.005,0.006999999999999999,0.001,807618.0,286585949.0
145,FLEX Coin,FLEX,2.9,0.001,0.094,0.574,2138840.0,286239099.0
146,Gains Farm,GFARM2,7930.53,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,284174530.0
147,Balancer,BAL,7.01,0.002,0.044000000000000004,0.033,11421075.0,280573042.0
148,Astar,ASTR,0.063881682692,-0.002,0.091,-0.08199999999999999,12987299.0,278766118.0
149,Bitcoin Gold,BTG,15.94,0.066,0.107,-0.061,4367438.0,278680512.0
150,SafeMoon [OLD],SAFEMOON,6.501e-09,-0.006,0.009000000000000001,-0.065,379.97,277800683.0
151,LINK,LN,40.61,-0.006,0.026000000000000002,-0.042,960904.0,273489903.0
152,Liquity USD,LUSD,1.01,-0.002,-0.002,-0.005,5461453.0,270620553.0
153,Ankr Network,ANKR,0.033065166861,-0.011000000000000001,0.067,-0.065,32076728.0,269659524.0
154,Chia,XCH,38.42,-0.003,0.037000000000000005,-0.016,5996521.0,264738296.0
155,SSV Network,SSV,37.17,-0.002,0.044000000000000004,-0.037000000000000005,47651355.0,263081989.0
156,Huobi BTC,HBTC,28236.24,-0.004,0.046,-0.003,309138.0,253182216.0
157,Harmony,ONE,0.020543274107,-0.013999999999999999,0.078,-0.062,24507589.0,252589288.0
158,NuCypher,NU,0.191129,-0.009000000000000001,0.001,-0.034,47854278.0,249568051.0
159,Blox,CDT,0.370055,0.019,0.06,0.051,105850.0,249529598.0
160,Bone ShibaSwap,BONE,1.08,-0.006999999999999999,0.057999999999999996,-0.102,6277164.0,248493563.0
161,STEPN,GMT,0.391683,-0.006,0.07,-0.054000000000000006,68380459.0,247706322.0
162,SXP,SXP,0.445577,0.049,0.561,0.5720000000000001,812128887.0,247580051.0
163,Access Protocol,ACS,0.008304780573,-0.016,0.0,-0.14800000000000002,5987673.0,246186673.0
164,IoTeX,IOTX,0.025588967815,-0.009000000000000001,0.055,-0.018000000000000002,11434679.0,241678433.0
165,OMG Network,OMG,1.72,-0.01,-0.023,-0.081,168217148.0,240998192.0
166,Astrafer,ASTRAFER,1.54,-0.005,0.032,-0.059000000000000004,19560.55,240851374.0
167,Golem,GLM,0.237298,-0.013000000000000001,0.057,-0.046,12812330.0,237956086.0
168,Convex CRV,CVXCRV,0.816894,-0.009000000000000001,0.038,-0.061,385040.0,237559813.0
169,Gains Network,GNS,7.66,-0.019,0.063,-0.079,17145088.0,233089634.0
170,DAO Maker,DAO,1.56,-0.012,0.008,0.024,3447266.0,232181002.0
171,Band Protocol,BAND,1.87,-0.022000000000000002,0.109,0.057,22306825.0,231834216.0
172,JasmyCoin,JASMY,0.004867292072,-0.012,0.098,-0.035,66035710.0,231365069.0
173,JUST,JST,0.025994379602,-0.003,0.037000000000000005,-0.049,21500080.0,231339338.0
174,Escoin,ELG,2.89,-0.001,0.009000000000000001,0.016,1660771.0,228752259.0
175,Frax Ether,FRXETH,1799.77,-0.006,0.034,-0.006999999999999999,471691.0,228275444.0
176,Moonbeam,GLMR,0.371809,-0.011000000000000001,0.049,-0.07400000000000001,11076469.0,225604014.0
177,Euro Tether,EURT,1.09,-0.004,0.002,0.005,1526063.0,224086530.0
178,Blur,BLUR,0.524563,-0.012,0.04,-0.077,46843357.0,221509968.0
179,Kadena,KDA,0.957386,-0.015,0.043,-0.08900000000000001,8652347.0,214826034.0
180,TerraClassicUSD,USTC,0.021792616169,-0.006999999999999999,0.032,-0.047,10270527.0,213446147.0
181,Waves,WAVES,2.13,-0.013000000000000001,0.045,-0.068,26580340.0,212780239.0
182,inSure DeFi,SURE,0.00799722796,0.013999999999999999,-0.008,0.812,2560939.0,211665382.0
183,ICON,ICX,0.220095,-0.013000000000000001,0.068,-0.01,10467594.0,209389845.0
184,Amp,AMP,0.00372907925,-0.012,0.043,-0.09,8022640.0,209319546.0
185,Sushi,SUSHI,1.07,-0.015,0.061,-0.08800000000000001,60911967.0,207019996.0
186,ECOMI,OMI,0.000758421378,0.003,-0.031,-0.11,1565233.0,205380359.0
187,Bolide,BLID,0.032854479666,0.001,0.297,0.38799999999999996,507611.0,205080616.0
188,Siacoin,SC,0.003975880359,0.0,0.06,-0.055999999999999994,4931149.0,204599286.0
189,JOE,JOE,0.592173,0.07200000000000001,0.158,0.5329999999999999,108991765.0,203743009.0
190,Ontology,ONT,0.230162,-0.01,0.045,-0.027999999999999997,12473902.0,203558340.0
191,0x,ZRX,0.236233,-0.013000000000000001,0.077,-0.017,30324341.0,200281468.0
192,Ecoin,ECOIN,0.000433520905,0.001,0.062,0.077,4.3352e-08,199905912.0
193,Liquity,LQTY,2.18,-0.031,0.06,-0.087,53079744.0,199504664.0
194,Bitcoin Avalanche Bridged (BTC.b),BTC.B,28307.23,-0.009000000000000001,0.049,0.003,4324659.0,197748558.0
195,Ronin,RON,1.09,-0.004,0.047,0.073,3605965.0,196340825.0
196,Helium,HNT,1.4,0.024,0.017,0.067,1612823.0,196335377.0
197,IOST,IOST,0.010492809786,-0.006999999999999999,0.059000000000000004,-0.042,14400192.0,196092563.0
198,MX,MX,1.91,-0.004,0.027999999999999997,-0.046,192416.0,191040736.0
199,Livepeer,LPT,6.93,0.002,0.08,0.045,12776256.0,190736022.0
200,Bitgert,BRISE,4.79146e-07,-0.001,0.006999999999999999,0.054000000000000006,1484187.0,188969318.0
201,Biconomy,BICO,0.376097,-0.013999999999999999,0.048,-0.099,2924098.0,188963548.0
202,Dogelon Mars,ELON,3.40153e-07,-0.005,0.038,-0.032,3260330.0,186999915.0
203,Flux,FLUX,0.621681,-0.006999999999999999,0.023,-0.028999999999999998,7348756.0,182934094.0
204,Multichain,MULTI,9.39,-0.008,0.044000000000000004,-0.061,1534834.0,181617355.0
205,Reserve Rights,RSR,0.003951135204,-0.015,0.054000000000000006,-0.035,12079429.0,180298863.0
206,SafePal,SFP,0.469243,-0.01,0.098,0.01,7848773.0,173393016.0
207,Synapse,SYN,0.906483,-0.006,0.07200000000000001,-0.067,10989036.0,172286811.0
208,Nervos Network,CKB,0.005144667153,-0.013999999999999999,0.11699999999999999,-0.10300000000000001,27520981.0,171072594.0
209,Alchemix USD,ALUSD,0.995349,0.001,0.005,-0.003,959564.0,170887733.0
210,SKALE,SKL,0.039999664192,-0.006999999999999999,0.065,-0.034,22469225.0,168109883.0
211,BORA,BORA,0.181072,-0.009000000000000001,0.04,-0.051,3925907.0,167986164.0
212,Evmos,EVMOS,0.362421,-0.011000000000000001,0.065,0.196,1534292.0,167721678.0
213,cUSDT,CUSDT,0.017230703851,-0.0,-0.0,0.5539999999999999,3.28,167054609.0
214,SwissBorg,CHSB,0.174862,-0.003,0.008,-0.09699999999999999,387083.0,166448887.0
215,WAX,WAXP,0.068423244588,-0.006999999999999999,0.05,-0.053,5086268.0,165922363.0
216,Telcoin,TEL,0.002413372141,0.03,0.196,0.1,2983694.0,165448838.0
217,Alchemy Pay,ACH,0.033397288503,-0.013999999999999999,0.055999999999999994,-0.139,39566823.0,164957265.0
218,Energy Web,EWT,3.51,-0.008,0.040999999999999995,-0.049,1529058.0,162141083.0
219,Polymath,POLY,0.176125,0.009000000000000001,0.032,-0.013999999999999999,359255.0,159654455.0
220,DigiByte,DGB,0.009636751755,-0.011000000000000001,0.047,-0.039,3212810.0,155228893.0
221,Ribbon Finance,RBN,0.234737,0.008,0.20800000000000002,-0.036000000000000004,10575801.0,153709651.0
222,Bitkub Coin,KUB,1.72,-0.005,0.001,-0.02,492098.0,153124655.0
223,Lisk,LSK,1.05,-0.006,0.055,-0.048,3064858.0,152353544.0
224,Ocean Protocol,OCEAN,0.351899,-0.009000000000000001,0.057,-0.065,21542196.0,152270044.0
225,Core,CORE,1.95,-0.006999999999999999,0.003,-0.098,27116767.0,149524588.0
226,OriginTrail,TRAC,0.38668,-0.001,0.031,0.073,1060136.0,148114547.0
227,UMA,UMA,2.1,-0.01,0.012,0.005,11486177.0,148041455.0
228,Hive,HIVE,0.397321,-0.011000000000000001,0.047,-0.05,4236512.0,147546183.0
229,Illuvium,ILV,59.76,-0.013999999999999999,0.048,-0.151,7733300.0,146930080.0
230,Celsius Network,CEL,0.342323,-0.006999999999999999,0.044000000000000004,-0.113,983851.0,144848678.0
231,RSK Infrastructure Framework,RIF,0.151237,-0.0,0.012,-0.106,10436705.0,144220326.0
232,FUBT Token,FUC,1.61,0.003,0.018000000000000002,0.539,224996.0,141676291.0
233,Horizen,ZEN,10.45,-0.008,0.055,-0.027999999999999997,9869275.0,141341134.0
234,Staked Frax Ether,SFRXETH,1840.87,0.012224825318536775,0.027600326264274132,0.005459995907509719,20356212.335925102,140556898.0
235,aelf,ELF,0.298315,-0.003,0.006,-0.044000000000000004,11801378.0,137442371.0
236,Constellation,DAG,0.052217175121,-0.004,0.015,0.133,484598.0,136669547.0
237,Artificial Liquid Intelligence,ALI,0.037689253721,-0.006999999999999999,0.038,-0.076,2814752.0,135219648.0
238,STASIS EURO,EURS,1.09,0.0,0.002,-0.001,1216023.0,134568749.0
239,sETH2,SETH2,1788.38,-0.008,0.027999999999999997,-0.013000000000000001,388671.0,134100127.0
240,Celer Network,CELR,0.023749647151,-0.017,0.006,0.011000000000000001,41192348.0,133998841.0
241,Everscale,EVER,0.076613119831,-0.002,-0.07200000000000001,-0.138,11661457.0,133285082.0
242,SPACE ID,ID,0.462961,-0.021,0.026000000000000002,0.049,99338810.0,132363523.0
243,Secret,SCRT,0.658703,-0.008,0.057,-0.057,2416891.0,132085678.0
244,LUKSO,LYXE,8.24,-0.002,0.016,-0.057,957850.0,127545735.0
245,API3,API3,1.55,-0.008,0.046,-0.08800000000000001,6977063.0,127337118.0
246,Axelar,AXL,0.603981,-0.002,0.009000000000000001,-0.07400000000000001,815799.0,125728077.0
247,iExec RLC,RLC,1.74,-0.015,0.057999999999999996,-0.045,15994728.0,125726835.0
248,Marblex,MBX,2.79,-0.023,-0.055,0.33,3071608.0,122943207.0
249,Tribe,TRIBE,0.268866,0.006,0.013000000000000001,-0.032,513758.0,122853129.0
250,Kyber Network Crystal,KNC,0.731368,-0.027999999999999997,0.111,-0.015,20457778.0,122670619.0
251,PlayDapp,PLA,0.222844,-0.006999999999999999,0.063,-0.059000000000000004,7018971.0,122318827.0
252,VVS Finance,VVS,3.53677e-06,-0.003,0.028999999999999998,-0.040999999999999995,567352.0,119833752.0
253,tomiNet,TOMI,2.27,0.021,-0.039,0.24,7606786.0,119703674.0
254,Polymesh,POLYX,0.162117,0.0,0.057,-0.07200000000000001,9053379.0,119495711.0
255,Pundi X,PUNDIX,0.462352,-0.005,0.052000000000000005,-0.016,6193603.0,119481869.0
256,Nano,XNO,0.882605,-0.005,0.004,-0.008,1345568.0,117588375.0
257,Syscoin,SYS,0.167057,-0.008,0.024,-0.062,951314.0,117416465.0
258,Numeraire,NMR,18.8,-0.004,0.04,-0.005,6571718.0,116188835.0
259,Function X,FX,0.195203,-0.002,0.018000000000000002,-0.038,1057902.0,116162760.0
260,ConstitutionDAO,PEOPLE,0.022514875899,-0.006999999999999999,0.046,-0.004,26628021.0,114065029.0
261,Gitcoin,GTC,1.87,-0.013999999999999999,0.011000000000000001,-0.107,13073180.0,113491670.0
262,Coin98,C98,0.259811,0.008,0.256,0.11699999999999999,56179438.0,113036088.0
263,CANTO,CANTO,0.245639,-0.008,0.049,-0.147,8362726.0,112912259.0
264,Songbird,SGB,0.009677212975,0.046,0.25,0.237,1780056.0,111873646.0
265,Status,SNT,0.027821329284,-0.006999999999999999,0.038,-0.043,7162109.0,110175483.0
266,SafeMoon,SFM,0.000195505846,-0.019,-0.17,-0.281,1359460.0,109186390.0
267,Keep Network,KEEP,0.198282,-0.012,0.044000000000000004,-0.023,36096.71,109010782.0
268,Hashflow,HFT,0.621003,-0.005,0.049,-0.092,21716585.0,108764505.0
269,Metis,METIS,24.95,-0.015,0.035,-0.141,3369540.0,108617579.0
270,APENFT,NFT,3.90552e-07,-0.002,0.006,-0.063,8967939.0,108150385.0
271,REN,REN,0.108399,-0.008,0.14400000000000002,-0.068,29444376.0,107973870.0
272,Ankr Staked ETH,ANKRETH,1930.95,-0.006,0.036000000000000004,-0.008,150673.0,107750143.0
273,Merit Circle,MC,0.289383,-0.01,0.033,-0.069,2218597.0,107677108.0
274,Krypton DAO,KRD,1.05,-0.009000000000000001,1.376,1.078,199968.0,107112307.0
275,Stargate Finance,STG,0.663096,-0.015,0.059000000000000004,-0.11800000000000001,16332255.0,106777949.0
276,Smooth Love Potion,SLP,0.002665957956,-0.009000000000000001,0.028999999999999998,-0.06,10560211.0,106551551.0
277,Nest Protocol,NEST,0.017962709358,-0.003,-0.002,-0.062,684769.0,106487862.0
278,Decentralized Social,DESO,9.95,0.003,-0.003,0.071,285369.0,104773892.0
279,Centrifuge,CFG,0.287928,0.004,0.06,-0.1,219506.0,103127179.0
280,Wrapped Centrifuge,WCFG,0.28594,-0.003,0.053,-0.114,68506.49,102852256.0
281,Dent,DENT,0.001072206216,-0.01,0.059000000000000004,-0.036000000000000004,4110557.0,102539672.0
282,DeXe,DEXE,2.8,-0.006999999999999999,0.05,-0.051,1438346.0,102155270.0
283,Ergo,ERG,1.5,-0.009000000000000001,0.037000000000000005,-0.044000000000000004,371167.0,101834949.0
284,COCOS BCX,COCOS,1.43,-0.019,0.09699999999999999,-0.115,22050568.0,101725347.0
285,Onyxcoin,XCN,0.004300606413,0.006999999999999999,-0.036000000000000004,-0.006,11837055.0,101623942.0
286,My Neighbor Alice,ALICE,1.51,-0.01,0.052000000000000005,-0.053,19235445.0,100807655.0
287,BENQI Liquid Staked AVAX,SAVAX,18.41,-0.008,0.034,-0.019,1188631.0,99873633.0
288,Agoric,BLD,0.265788,-0.004,-0.012,-0.079,615240.0,98718940.0
289,Orbs,ORBS,0.030928322277,-0.004,0.043,-0.045,2143156.0,97509100.0
290,Marinade staked SOL,MSOL,23.16,-0.004,0.040999999999999995,-0.07200000000000001,2119966.0,97486260.0
